Date,Open
8/30/2018,7051.609863
8/31/2018,6998.759766
9/1/2018,7026.959961
9/2/2018,7203.459961
9/3/2018,7301.25
9/4/2018,7270.049805
9/5/2018,7369.890137
9/6/2018,6705.060059
9/7/2018,6515.419922
9/8/2018,6413.120117
9/9/2018,6200.22998
9/10/2018,6249.069824
9/11/2018,6324.430176
9/12/2018,6295.540039
9/13/2018,6337.080078
9/14/2018,6492.169922
9/15/2018,6485.390137
9/16/2018,6522.680176
9/17/2018,6502.439941
9/18/2018,6261.330078
9/19/2018,6346.439941
9/20/2018,6398.830078
9/21/2018,6505.970215
9/22/2018,6762.069824
9/23/2018,6716.600098
9/24/2018,6702.72998
9/25/2018,6583.529785
9/26/2018,6437.740234
9/27/2018,6462.600098
9/28/2018,6686.129883
9/29/2018,6635.399902
9/30/2018,6603.75
10/1/2018,6623.819824
10/2/2018,6594.97998
10/3/2018,6525.459961
10/4/2018,6492.609863
10/5/2018,6580
10/6/2018,6632.879883
10/7/2018,6589.939941
10/8/2018,6601.459961
10/9/2018,6650.069824
10/10/2018,6631.790039
10/11/2018,6581.069824
10/12/2018,6209.470215
10/13/2018,6252.100098
10/14/2018,6267.27002
10/15/2018,6277.72998
10/16/2018,6612.689941
10/17/2018,6583.049805
10/18/2018,6576.399902
10/19/2018,6489.370117
10/20/2018,6469.279785
10/21/2018,6490.600098
10/22/2018,6509.870117
10/23/2018,6484.319824
10/24/2018,6470.629883
10/25/2018,6476.52002
10/26/2018,6462.77002
10/27/2018,6457.209961
10/28/2018,6470.169922
10/29/2018,6470.740234
10/30/2018,6314.379883
10/31/2018,6309.109863
11/1/2018,6342.810059
11/2/2018,6381.299805
11/3/2018,6394.649902
11/4/2018,6376.549805
11/5/2018,6467.049805
11/6/2018,6433.529785
11/7/2018,6479.720215
11/8/2018,6530.939941
11/9/2018,6446.060059
11/10/2018,6377.990234
11/11/2018,6396.390137
11/12/2018,6408.180176
11/13/2018,6375.080078
11/14/2018,6339.169922
11/15/2018,5740.509766
11/16/2018,5647.5
11/17/2018,5586.970215
11/18/2018,5567.950195
11/19/2018,5615.259766
11/20/2018,4809.620117
11/21/2018,4441.810059
11/22/2018,4593.040039
11/23/2018,4320.680176
11/24/2018,4343.419922
11/25/2018,3854.110107
11/26/2018,4004.459961
11/27/2018,3784.77002
11/28/2018,3822.98999
11/29/2018,4263.52002
11/30/2018,4286.850098
12/1/2018,4009.669922
12/2/2018,4197.700195
12/3/2018,4143.859863
12/4/2018,3871.409912
12/5/2018,3948.439941
12/6/2018,3737.530029
12/7/2018,3485.179932
12/8/2018,3420.570068
12/9/2018,3461.070068
12/10/2018,3592.840088
12/11/2018,3467.159912
12/12/2018,3401.02002
12/13/2018,3485.590088
12/14/2018,3305.110107
12/15/2018,3235.47998
12/16/2018,3232.51001
12/17/2018,3255.370117
12/18/2018,3548.189941
12/19/2018,3715.850098
12/20/2018,3736.540039
12/21/2018,4137.660156
12/22/2018,3898.810059
12/23/2018,4045.23999
12/24/2018,4007.629883
12/25/2018,4081.949951
12/26/2018,3834.72998
12/27/2018,3848.780029
12/28/2018,3646.090088
12/29/2018,3947.860107
12/30/2018,3797.060059
12/31/2018,3896.209961
1/1/2019,3747.389893
1/2/2019,3880.149902
1/3/2019,3961.01001
1/4/2019,3835.860107
1/5/2019,3874.060059
1/6/2019,3855.389893
1/7/2019,4102.850098
1/8/2019,4050.399902
1/9/2019,4040.75
1/10/2019,4048.340088
1/11/2019,3668.149902
1/12/2019,3669.199951
1/13/2019,3664.379883
1/14/2019,3551.23999
1/15/2019,3703.899902
1/16/2019,3621.23999
1/17/2019,3643.98999
1/18/2019,3685.300049
1/19/2019,3648.050049
1/20/2019,3729.780029
1/21/2019,3567.72998
1/22/2019,3571.919922
1/23/2019,3602.040039
1/24/2019,3572.050049
1/25/2019,3598.52002
1/26/2019,3582.889893
1/27/2019,3596.5
1/28/2019,3565.080078
1/29/2019,3453.419922
1/30/2019,3418.25
1/31/2019,3467.209961
2/1/2019,3434.129883
2/2/2019,3461.629883
2/3/2019,3508.679932
2/4/2019,3449.620117
2/5/2019,3431.23999
2/6/2019,3447.659912
2/7/2019,3394.889893
2/8/2019,3375.330078
2/9/2019,3660.030029
2/10/2019,3652.26001
2/11/2019,3685.139893
2/12/2019,3611.340088
2/13/2019,3617.409912
2/14/2019,3605.870117
2/15/2019,3588.719971
2/16/2019,3593.48999
2/17/2019,3617.23999
2/18/2019,3670.919922
2/19/2019,3912.570068
2/20/2019,3924.23999
2/21/2019,3974.050049
2/22/2019,3937.040039
2/23/2019,3983.530029
2/24/2019,4149.089844
2/25/2019,3771.620117
2/26/2019,3845.51001
2/27/2019,3817.879883
2/28/2019,3830.719971
3/1/2019,3823.370117
3/2/2019,3831.47998
3/3/2019,3842.939941
3/4/2019,3812.310059
3/5/2019,3731.280029
3/6/2019,3874.179932
3/7/2019,3874.97998
3/8/2019,3882.610107
3/9/2019,3868.02002
3/10/2019,3947.73999
3/11/2019,3929.840088
3/12/2019,3874.889893
3/13/2019,3888.570068
3/14/2019,3878.439941
3/15/2019,3881.439941
3/16/2019,3927.080078
3/17/2019,4027.01001
3/18/2019,3998
3/19/2019,3988.850098
3/20/2019,4024.139893
3/21/2019,4056.75
3/22/2019,3996.929932
3/23/2019,4000.840088
3/24/2019,4007.209961
3/25/2019,3994.110107
3/26/2019,3924.550049
3/27/2019,3942.219971
3/28/2019,4045.97998
3/29/2019,4036.449951
3/30/2019,4111.379883
3/31/2019,4118.129883
4/1/2019,4112.689941
4/2/2019,4151.319824
4/3/2019,4906.930176
4/4/2019,4976.589844
4/5/2019,4913.359863
4/6/2019,5047.22998
4/7/2019,5057.25
4/8/2019,5201.160156
4/9/2019,5294.089844
4/10/2019,5201.299805
4/11/2019,5318.600098
4/12/2019,5048.560059
4/13/2019,5081.5
4/14/2019,5080.660156
4/15/2019,5165.589844
4/16/2019,5037.27002
4/17/2019,5212.810059
4/18/2019,5236.259766
4/19/2019,5289.75
4/20/2019,5295.529785
4/21/2019,5326.180176
4/22/2019,5305.740234
4/23/2019,5394.669922
4/24/2019,5539.100098
4/25/2019,5454.580078
4/26/2019,5162.669922
4/27/2019,5234.089844
4/28/2019,5233.470215
4/29/2019,5272.450195
4/30/2019,5237.959961
5/1/2019,5350.640137
5/2/2019,5389.540039
5/3/2019,5500.720215
5/4/2019,5753.379883
5/5/2019,5840.080078
5/6/2019,5794.140137
5/7/2019,5748.169922
5/8/2019,5819.569824
5/9/2019,5998.709961
5/10/2019,6171.959961
5/11/2019,6358.290039
5/12/2019,7191.359863
5/13/2019,6977.629883
5/14/2019,7806.359863
5/15/2019,7980.129883
5/16/2019,8183.830078
5/17/2019,7874.109863
5/18/2019,7371.959961
5/19/2019,7266.080078
5/20/2019,8193.139648
5/21/2019,7998.290039
5/22/2019,7947.930176
5/23/2019,7626.890137
5/24/2019,7876.5
5/25/2019,7996.399902
5/26/2019,8059.129883
5/27/2019,8726.230469
5/28/2019,8785.169922
5/29/2019,8718.849609
5/30/2019,8664.55957
5/31/2019,8276.25
6/1/2019,8550.669922
6/2/2019,8555.870117
6/3/2019,8737.910156
6/4/2019,8114.490234
6/5/2019,7677.470215
6/6/2019,7791.290039
6/7/2019,7807.359863
6/8/2019,8002.629883
6/9/2019,7933.779785
6/10/2019,7643.439941
6/11/2019,8021
6/12/2019,7917.319824
6/13/2019,8174.140137
6/14/2019,8235.570313
6/15/2019,8693.959961
6/16/2019,8853.55957
6/17/2019,8979.179688
6/18/2019,9336.009766
6/19/2019,9081.709961
6/20/2019,9280.540039
6/21/2019,9536.849609
6/22/2019,10218.87012
6/23/2019,10689.54004
6/24/2019,10855.99023
6/25/2019,11035.74023
6/26/2019,11740.33984
6/27/2019,12913.28027
6/28/2019,11154.08984
6/29/2019,12355.05957
6/30/2019,11884.09961
7/1/2019,10769.04981
7/2/2019,10591.87012
7/3/2019,10844.12988
7/4/2019,11981.61035
7/5/2019,11156.51953
7/6/2019,10993.25
7/7/2019,11248.94043
7/8/2019,11474.28027
7/9/2019,12296.16016
7/10/2019,12567.01953
7/11/2019,12099.12012
7/12/2019,11343.12012
7/13/2019,11797.37012
7/14/2019,11363.96973
7/15/2019,10204.41016
7/16/2019,10850.25977
7/17/2019,9423.44043
7/18/2019,9696.150391
7/19/2019,10638.34961
7/20/2019,10532.94043
7/21/2019,10759.41992
7/22/2019,10586.70996
7/23/2019,10325.87012
7/24/2019,9854.150391
7/25/2019,9772.139648
7/26/2019,9882.429688
7/27/2019,9847.450195
7/28/2019,9478.320313
7/29/2019,9531.769531
7/30/2019,9506.929688
7/31/2019,9595.519531
8/1/2019,10089.25
8/2/2019,10409.79004
8/3/2019,10528.99023
8/4/2019,10820.41016
8/5/2019,10978.91016
8/6/2019,11807.95996
8/7/2019,11467.09961
8/8/2019,11974.28027
8/9/2019,11982.79981
8/10/2019,11865.20996
8/11/2019,11293.58984
8/12/2019,11549.05957
8/13/2019,11387.41016
8/14/2019,10872
8/15/2019,10031.88965
8/16/2019,10308.50977
8/17/2019,10360.42969
8/18/2019,10220.75
8/19/2019,10326.25
8/20/2019,10922.16016
8/21/2019,10770.75977
8/22/2019,10131.66992
8/23/2019,10104.11035
8/24/2019,10410.49023
8/25/2019,10150.07031
8/26/2019,10141.75
8/27/2019,10364.91016
8/28/2019,10175.46973